'data/sub-926536/anat/sub-926536_acq-headmotion1_T1w.nii.gz', 0.43338105, 0.0055631674, 0.005027116, 0.18312363, 0.115936235, 0.010308017, 0.088427685, 0.17296678, 0.23526947, 0.2503468, 0.030759057, 0.2052003, 0.46871874, 0.24023451, 0.018012919, 0.011857326, 0.25185037, 0.27280456, 0.03827984, 0.5049924
'data/sub-926536/anat/sub-926536_acq-standard_T1w.nii.gz', 0.0034481252, 0.007905138, 0.06897356, 0.044420704, 0.07294782, 0.00041128704, 0.054710265, 0.66357285, 0.5948118, 0.7525944, 0.0026468718, 0.010440361, 0.09884795, 0.14687969, 0.46958634, 0.051780973, 0.0004231927, 0.0009170657, 2.391952e-06, 0.06611057
'data/sub-926536/anat/sub-926536_acq-headmotion2_T1w.nii.gz', 0.6943447, 0.6707348, 0.5630222, 0.95316017, 0.8206465, 0.7915717, 0.7648778, 0.31768182, 0.57735527, 0.75385624, 0.15581629, 0.8446728, 0.20214385, 0.61831075, 0.9670971, 0.71699965, 0.9029817, 0.86721337, 0.72157425, 0.9375312
'data/sub-282628/anat/sub-282628_acq-headmotion1_T1w.nii.gz', 0.0039964425, 1.2421654e-07, 0.00097227853, 4.665771e-05, 1.473553e-06, 0.00016606666, 0.010211825, 0.00013626041, 2.8903443e-07, 2.7831586e-05, 0.00045752194, 0.19646189, 0.0051785875, 0.0010302073, 4.249999e-06, 0.007238683, 0.00021873871, 5.955231e-07, 5.955759e-07, 0.0034990665
'data/sub-282628/anat/sub-282628_acq-standard_T1w.nii.gz', 0.0014719996, 2.4664974e-05, 1.3531101e-06, 1.2588721e-07, 8.072733e-10, 1.0839352e-09, 3.677708e-05, 1.785131e-07, 6.7332785e-08, 1.9956745e-09, 8.765382e-07, 0.00010099627, 0.000107181, 4.069986e-05, 6.639226e-07, 0.001035439, 1.2677932e-08, 1.1610465e-05, 0.00062096654, 3.1336e-09
'data/sub-282628/anat/sub-282628_acq-headmotion2_T1w.nii.gz', 0.94371045, 0.9544812, 0.99609154, 0.97001004, 0.93180686, 0.73603827, 0.9184343, 0.99422437, 0.9959629, 0.99885106, 0.9613634, 0.920045, 0.9866327, 0.99588263, 0.68379474, 0.9927672, 0.92961556, 0.9431309, 0.8376724, 0.8916024
'data/sub-152686/anat/sub-152686_acq-standard_T1w.nii.gz', 0.012890011, 0.07027952, 0.3772865, 0.94031155, 0.9706974, 0.85715294, 0.55995524, 0.07310709, 0.024267277, 0.43644387, 0.14352056, 0.045474768, 0.5966942, 0.5073364, 0.100545235, 0.64083534, 0.017598277, 0.05455327, 0.75376487, 0.07156124
'data/sub-152686/anat/sub-152686_acq-headmotion2_T1w.nii.gz', 0.70312583, 0.24320121, 0.19774191, 0.9271877, 0.66054016, 0.011626937, 0.0628738, 0.12613156, 0.2535885, 0.0026418325, 0.0021179314, 0.04850553, 0.9257637, 0.030781068, 0.72443575, 0.0001952453, 0.21072994, 0.6787011, 0.00082632457, 0.9888784
'data/sub-152686/anat/sub-152686_acq-headmotion1_T1w.nii.gz', 0.98062265, 0.004557416, 0.03080532, 0.3369978, 0.9877494, 0.00044388586, 0.08677151, 0.00025723712, 0.96669245, 0.0020253689, 0.6672576, 0.10920004, 0.9082995, 0.63857293, 0.6313056, 0.56051135, 0.11508533, 0.9615848, 0.6464905, 0.38416567
'data/sub-125171/anat/sub-125171_acq-headmotion1_T1w.nii.gz', 0.07749065, 0.4359638, 0.9605884, 0.9500508, 0.010796284, 0.62041676, 0.40998042, 0.8487314, 0.12358962, 0.36801985, 0.0032200224, 0.9791709, 0.070057526, 0.3343627, 0.6631674, 0.03353942, 0.011348824, 0.114095666, 0.4661996, 0.07672527
